Class,Order,Family,Genus,Species,1,2,3,4,5,6,7,8,9,10,category_at_start,num_assessments,category_at_end,numeric_category_at_start,numeric_category_at_end,Delta_Status,is_geniune,to_check
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer angeli,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer antimena,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer balteatus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer belalandaensis,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer bifidus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer campani,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer cephalolepis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer labordi,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer lateralis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer major,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer minor,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer nicosiai,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer oustaleti,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer pardalis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer petteri,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer polleni,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer rhinoceratus,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer timoni,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer verrucosus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer viridis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Furcifer,Furcifer willsii,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Furgaleus,Furgaleus macki,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,ELAPIDAE,Furina,Furina barnardi,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,ELAPIDAE,Furina,Furina diadema,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,ELAPIDAE,Furina,Furina ornata,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,ELAPIDAE,Furina,Furina tristis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
MAMMALIA,CHIROPTERA,FURIPTERIDAE,Furipterus,Furipterus horrens,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PASSERIFORMES,FURNARIIDAE,Furnarius,Furnarius cinnamomeus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,FURNARIIDAE,Furnarius,Furnarius cristatus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,FURNARIIDAE,Furnarius,Furnarius figulus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,FURNARIIDAE,Furnarius,Furnarius leucopus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,FURNARIIDAE,Furnarius,Furnarius longirostris,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,FURNARIIDAE,Furnarius,Furnarius minor,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,FURNARIIDAE,Furnarius,Furnarius rufus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,FURNARIIDAE,Furnarius,Furnarius torridus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Fusigobius,Fusigobius duospilus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Fusigobius,Fusigobius humeralis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Fusigobius,Fusigobius inframaculatus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Fusigobius,Fusigobius maximus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Fusigobius,Fusigobius neophytus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Fusigobius,Fusigobius pallidus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Gactornis,Gactornis enarratus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
ACTINOPTERYGII,GADIFORMES,MORIDAE,Gadella,Gadella imberbis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,GADIFORMES,MORIDAE,Gadella,Gadella maraldi,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,GADIFORMES,GADIDAE,Gadiculus,Gadiculus argenteus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Gadomus,Gadomus arcuatus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Gadomus,Gadomus longifilis,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,GADIFORMES,GADIDAE,Gadus,Gadus chalcogrammus,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
ACTINOPTERYGII,GADIFORMES,GADIDAE,Gadus,Gadus morhua,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,SILURIFORMES,SISORIDAE,Gagata,Gagata cenia,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,SILURIFORMES,SISORIDAE,Gagata,Gagata dolichonema,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,SILURIFORMES,SISORIDAE,Gagata,Gagata gagata,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,SILURIFORMES,SISORIDAE,Gagata,Gagata itchkeea,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,SILURIFORMES,SISORIDAE,Gagata,Gagata melanopterus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,SILURIFORMES,SISORIDAE,Gagata,Gagata sexualis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,GADIFORMES,LOTIDAE,Gaidropsarus,Gaidropsarus argentatus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,GADIFORMES,LOTIDAE,Gaidropsarus,Gaidropsarus biscayensis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,GADIFORMES,LOTIDAE,Gaidropsarus,Gaidropsarus macrophthalmus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,GADIFORMES,LOTIDAE,Gaidropsarus,Gaidropsarus mediterraneus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,GADIFORMES,LOTIDAE,Gaidropsarus,Gaidropsarus vulgaris,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
MAMMALIA,PRIMATES,GALAGIDAE,Galago,Galago gallarum,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
MAMMALIA,PRIMATES,GALAGIDAE,Galago,Galago matschiei,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
MAMMALIA,PRIMATES,GALAGIDAE,Galago,Galago moholi,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
MAMMALIA,PRIMATES,GALAGIDAE,Galago,Galago senegalensis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,Galagoides cocos,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,Galagoides demidoff,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,Galagoides granti,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,Galagoides orinus,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,Galagoides rondoensis,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,Galagoides thomasi,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,Galagoides zanzibaricus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias anomalus,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias argenteus,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias brevipinnis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias cobitinis,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias depressiceps,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias divergens,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias eldoni,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias fasciatus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias gollumoides,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias gracilis,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias macronasus,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias maculatus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias neocaledonicus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias paucispondylus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias postvectis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias prognathus,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias pullus,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias sp. nov. 'Breede',EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias sp. nov. 'Goukou',VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias sp. nov. 'Gourits',VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias sp. nov. 'Heuningnes',EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias sp. nov. 'Klein',EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias sp. nov. 'Riviersonderend',VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias sp. nov. 'slender',CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias sp. nov. 'Verlorenvlei',EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Galaxias,Galaxias vulgaris,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PICIFORMES,GALBULIDAE,Galbalcyrhynchus,Galbalcyrhynchus leucotis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PICIFORMES,GALBULIDAE,Galbalcyrhynchus,Galbalcyrhynchus purusianus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PICIFORMES,GALBULIDAE,Galbula,Galbula albirostris,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PICIFORMES,GALBULIDAE,Galbula,Galbula chalcocephala,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PICIFORMES,GALBULIDAE,Galbula,Galbula chalcothorax,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PICIFORMES,GALBULIDAE,Galbula,Galbula cyanescens,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PICIFORMES,GALBULIDAE,Galbula,Galbula cyanicollis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PICIFORMES,GALBULIDAE,Galbula,Galbula dea,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PICIFORMES,GALBULIDAE,Galbula,Galbula galbula,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PICIFORMES,GALBULIDAE,Galbula,Galbula leucogastra,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PICIFORMES,GALBULIDAE,Galbula,Galbula pastazae,VU,VU,VU,NA,NA,NA,NA,NA,NA,NA,VU,3,VU,2,2,0,NA,No
AVES,PICIFORMES,GALBULIDAE,Galbula,Galbula ruficauda,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PICIFORMES,GALBULIDAE,Galbula,Galbula tombacea,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
MAMMALIA,RODENTIA,CAVIIDAE,Galea,Galea flavidens,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
MAMMALIA,RODENTIA,CAVIIDAE,Galea,Galea leucoblephara,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
MAMMALIA,RODENTIA,CAVIIDAE,Galea,Galea spixii,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
MAMMALIA,EULIPOTYPHLA,TALPIDAE,Galemys,Galemys pyrenaicus,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,PERCIFORMES,POLYNEMIDAE,Galeoides,Galeoides decadactylus,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
MAMMALIA,DERMOPTERA,CYNOCEPHALIDAE,Galeopterus,Galeopterus variegatus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Galeorhinus,Galeorhinus galeus,VU,VU,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,VU,2,2,0,NA,No
AVES,PASSERIFORMES,ALAUDIDAE,Galerida,Galerida cristata,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ALAUDIDAE,Galerida,Galerida deva,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ALAUDIDAE,Galerida,Galerida magnirostris,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ALAUDIDAE,Galerida,Galerida malabarica,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ALAUDIDAE,Galerida,Galerida modesta,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ALAUDIDAE,Galerida,Galerida theklae,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
CHONDRICHTHYES,CARCHARHINIFORMES,PENTANCHIDAE,Galeus,Galeus atlanticus,NT,NT,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,NT,1,1,0,NA,No
CHONDRICHTHYES,CARCHARHINIFORMES,PENTANCHIDAE,Galeus,Galeus melastomus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
CHONDRICHTHYES,CARCHARHINIFORMES,PENTANCHIDAE,Galeus,Galeus murinus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
CHONDRICHTHYES,CARCHARHINIFORMES,PENTANCHIDAE,Galeus,Galeus priapus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
MAMMALIA,CARNIVORA,MUSTELIDAE,Galictis,Galictis cuja,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
MAMMALIA,CARNIVORA,MUSTELIDAE,Galictis,Galictis vittata,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
MAMMALIA,CARNIVORA,EUPLERIDAE,Galidia,Galidia elegans,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
MAMMALIA,CARNIVORA,EUPLERIDAE,Galidictis,Galidictis grandidieri,EN,EN,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,EN,3,3,0,NA,No
AVES,COLUMBIFORMES,COLUMBIDAE,Gallicolumba,Gallicolumba crinigera,VU,VU,VU,NA,NA,NA,NA,NA,NA,NA,VU,3,VU,2,2,0,NA,No
AVES,COLUMBIFORMES,COLUMBIDAE,Gallicolumba,Gallicolumba keayi,CR,CR,CR,CR,CR,CR,CR,CR,NA,NA,CR,8,CR,4,4,0,NA,No
AVES,COLUMBIFORMES,COLUMBIDAE,Gallicolumba,Gallicolumba luzonica,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
AVES,COLUMBIFORMES,COLUMBIDAE,Gallicolumba,Gallicolumba menagei,CR,CR,CR,CR,CR,CR,CR,NA,NA,NA,CR,7,CR,4,4,0,NA,No
AVES,COLUMBIFORMES,COLUMBIDAE,Gallicolumba,Gallicolumba platenae,CR,CR,CR,CR,CR,CR,NA,NA,NA,NA,CR,6,CR,4,4,0,NA,No
AVES,COLUMBIFORMES,COLUMBIDAE,Gallicolumba,Gallicolumba rufigula,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,COLUMBIFORMES,COLUMBIDAE,Gallicolumba,Gallicolumba tristigmata,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Gallicrex,Gallicrex cinerea,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,Gallinago andina,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,Gallinago hardwickii,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,Gallinago imperialis,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
AVES,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,Gallinago jamesoni,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,Gallinago media,NT,NT,LC,NT,NA,NA,NA,NA,NA,NA,NT,4,NT,1,1,0,NA,No
AVES,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,Gallinago megala,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,Gallinago nemoricola,VU,VU,VU,NA,NA,NA,NA,NA,NA,NA,VU,3,VU,2,2,0,NA,No
AVES,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,Gallinago nigripennis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,Gallinago paraguaiae,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,Gallinago solitaria,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
