scientific_name,realm_type,realm,area_m2,prop_type
Micropterus salmoides,Freshwater,xeric freshwaters and endorheic (closed) basins,10107020588,0.002332925
Hucho perryi,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1435047380,0.256673222
Hucho perryi,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",4155903521,0.743326778
Hucho perryi,Terrestrial,Palearctic,2.22767E+11,1
Hucho perryi,Freshwater,temperate coastal rivers,2.25228E+11,0.998428207
Hucho perryi,Freshwater,temperate floodplain rivers and wetlands,354569689.8,0.001571793
Epinephelus daemelii,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",6.34212E+11,1
Epinephelus malabaricus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.44534E+13,0.951099356
Epinephelus malabaricus,Marine,North West Pacific,7.43119E+11,0.048900644
Rostroraja alba,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.90668E+12,0.587326853
Rostroraja alba,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.33969E+12,0.412673147
Morelia spilota,Terrestrial,Australasia,3.9693E+11,1
Bathytoshia centroura,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",3.13589E+12,0.6998033
Bathytoshia centroura,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.34521E+12,0.3001967
Gymnura altavela,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.49018E+12,0.647017581
Gymnura altavela,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.35853E+12,0.352982419
Labeobarbus kimberleyensis,Terrestrial,Afrotropic,2.68326E+11,1
Labeobarbus kimberleyensis,Freshwater,montane freshwaters,28640735407,0.106747155
Labeobarbus kimberleyensis,Freshwater,temperate upland rivers,1.672E+11,0.623174079
Labeobarbus kimberleyensis,Freshwater,xeric freshwaters and endorheic (closed) basins,72463331474,0.270078766
Mycteroperca bonaci,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",3.54168E+12,1
Epinephelus tukula,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",3.95146E+12,0.930865362
Epinephelus tukula,Marine,North West Pacific,2.93472E+11,0.069134638
Hyporthodus ergastularius,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",3.50619E+11,1
Hyporthodus septemfasciatus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",7.3706E+11,0.565489112
Hyporthodus septemfasciatus,Marine,North West Pacific,5.66342E+11,0.434510888
Mycteroperca xenarcha,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",9.04498E+11,0.739481512
Mycteroperca xenarcha,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.74072E+11,0.142314506
Mycteroperca xenarcha,Marine,South-east Pacific,1.44581E+11,0.118203982
Hyporthodus mystacinus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.86208E+12,1
Stenodus nelma,Freshwater,large lakes,1281431036,9.66E-05
Stenodus nelma,Freshwater,montane freshwaters,86680112988,0.006535133
Stenodus nelma,Terrestrial,Nearctic,3.12903E+12,0.236144274
Stenodus nelma,Terrestrial,Palearctic,1.01215E+13,0.763855726
Stenodus nelma,Freshwater,polar freshwaters,1.242E+13,0.936386673
Stenodus nelma,Freshwater,temperate coastal rivers,11565738215,0.000871984
Stenodus nelma,Freshwater,temperate floodplain rivers and wetlands,6.17119E+11,0.046526881
Stenodus nelma,Freshwater,temperate upland rivers,1.27102E+11,0.009582717
Neofelis diardi,Terrestrial,Indo-Malay,5.01752E+11,1
Balaenoptera omurai,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.16685E+13,0.960461255
Balaenoptera omurai,Marine,Mid-tropical North Pacific Ocean,1.64678E+11,0.007299377
Balaenoptera omurai,Marine,North West Pacific,7.27336E+11,0.032239368
Sciades parkeri,Freshwater,large river deltas,19249718999,0.970669559
Sciades parkeri,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",4.94418E+11,1
Sciades parkeri,Terrestrial,Neotropic,2548183276,1
Sciades parkeri,Freshwater,tropical and subtropical coastal rivers,305996941.8,0.015429935
Sciades parkeri,Freshwater,tropical and subtropical upland rivers,275666251.2,0.013900506
Dolichophis jugularis,Terrestrial,Palearctic,3.33986E+11,1
Somniosus pacificus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",8.52786E+11,0.151832599
Somniosus pacificus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",4.70004E+12,0.836809282
Somniosus pacificus,Marine,North West Pacific,63794268648,0.011358119
Centrophorus lusitanicus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",8.87594E+11,0.730688876
Centrophorus lusitanicus,Marine,North West Pacific,3.27142E+11,0.269311124
Carcharhinus albimarginatus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.03669E+13,0.982765919
Carcharhinus albimarginatus,Marine,North West Pacific,1.81796E+11,0.017234081
Hemigaleus australiensis,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.59331E+12,1
Carcharhinus altimus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",4.84646E+12,0.844824979
Carcharhinus altimus,Marine,Mid-tropical North Pacific Ocean,2.58044E+11,0.044981608
Carcharhinus altimus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.05933E+11,0.035897867
Carcharhinus altimus,Marine,North West Pacific,4.26207E+11,0.074295546
Lamiopsis temminckii,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.89018E+12,0.840147739
Lamiopsis temminckii,Marine,North West Pacific,5.49906E+11,0.159852261
Paratrygon aiereba,Freshwater,large river deltas,23474849657,0.004243755
Paratrygon aiereba,Freshwater,montane freshwaters,8.86823E+11,0.160318732
Paratrygon aiereba,Terrestrial,Neotropic,5.53162E+12,1
Paratrygon aiereba,Freshwater,tropical and subtropical coastal rivers,283363406.3,5.12E-05
Paratrygon aiereba,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,2.47637E+12,0.447674339
Paratrygon aiereba,Freshwater,tropical and subtropical upland rivers,2.14088E+12,0.387026101
Paratrygon aiereba,Freshwater,xeric freshwaters and endorheic (closed) basins,3793849517,0.000685847
Alopias pelagicus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.01578E+14,0.840028788
Alopias pelagicus,Marine,Mid-tropical North Pacific Ocean,1.66771E+13,0.137916379
Alopias pelagicus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.26303E+11,0.001044496
Alopias pelagicus,Marine,North West Pacific,1.55623E+12,0.012869734
Alopias pelagicus,Marine,South-east Pacific,9.84378E+11,0.008140604
Himantura undulata,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.77413E+12,0.935396983
Himantura undulata,Marine,North West Pacific,1.2253E+11,0.064603017
Potamotrygon brachyura,Terrestrial,Neotropic,1.36806E+12,1
Potamotrygon brachyura,Freshwater,temperate coastal rivers,5041007446,0.00368428
Potamotrygon brachyura,Freshwater,temperate floodplain rivers and wetlands,4.64825E+11,0.339723002
Potamotrygon brachyura,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,6.79557E+11,0.496662481
Potamotrygon brachyura,Freshwater,tropical and subtropical upland rivers,2.17402E+11,0.158890506
Potamotrygon brachyura,Freshwater,xeric freshwaters and endorheic (closed) basins,1422609837,0.001039731
Himantura uarnak,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.11664E+13,0.990780562
Himantura uarnak,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",72734091133,0.006453606
Himantura uarnak,Marine,North West Pacific,31171761529,0.002765832
Alopias superciliosus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.62064E+14,0.847889577
Alopias superciliosus,Marine,Mid-tropical North Pacific Ocean,2.16002E+13,0.113008801
Alopias superciliosus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.29892E+12,0.006795755
Alopias superciliosus,Marine,North West Pacific,1.54309E+12,0.008073195
Alopias superciliosus,Marine,South-east Pacific,4.63177E+12,0.024232673
Orectolobus halei,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",8.62892E+11,1
Pateobatis jenkinsii,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",8.81159E+12,1
Dolichophis schmidti,Terrestrial,Palearctic,6.6536E+11,1
Clarias macrocephalus,Terrestrial,Indo-Malay,3.83733E+11,1
Clarias macrocephalus,Freshwater,tropical and subtropical coastal rivers,19485525293,0.05081963
Clarias macrocephalus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,3.56901E+11,0.930823703
Clarias macrocephalus,Freshwater,tropical and subtropical upland rivers,7038408451,0.018356668
Clarias gariepinus,Terrestrial,Afrotropic,3.81335E+12,0.902116039
Clarias gariepinus,Freshwater,large lakes,4.99698E+11,0.118307841
Clarias gariepinus,Freshwater,large river deltas,77127747850,0.018260679
Clarias gariepinus,Freshwater,montane freshwaters,51509336136,0.012195292
Clarias gariepinus,Terrestrial,Palearctic,4.13767E+11,0.097883961
Clarias gariepinus,Freshwater,temperate coastal rivers,39006324757,0.009235093
Clarias gariepinus,Freshwater,temperate floodplain rivers and wetlands,274875995.9,6.51E-05
Clarias gariepinus,Freshwater,temperate upland rivers,3.66044E+11,0.086664099
Clarias gariepinus,Freshwater,tropical and subtropical coastal rivers,6.72905E+11,0.159316309
Clarias gariepinus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,1.26746E+12,0.300081395
Clarias gariepinus,Freshwater,tropical and subtropical upland rivers,3.49591E+11,0.082768833
Clarias gariepinus,Freshwater,xeric freshwaters and endorheic (closed) basins,9.00095E+11,0.21310538
Silurus meridionalis,Terrestrial,Indo-Malay,13292991391,0.630602528
Silurus meridionalis,Freshwater,montane freshwaters,4080586736,0.192913324
Silurus meridionalis,Terrestrial,Palearctic,7786834341,0.369397472
Silurus meridionalis,Freshwater,temperate floodplain rivers and wetlands,6502880600,0.307429396
Silurus meridionalis,Freshwater,tropical and subtropical coastal rivers,3664634432,0.173248814
Silurus meridionalis,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,6904334162,0.326408466
Elopichthys bambusa,Terrestrial,Indo-Malay,9.37053E+11,0.22698041
Elopichthys bambusa,Freshwater,montane freshwaters,38396035976,0.00928888
Elopichthys bambusa,Terrestrial,Palearctic,3.19129E+12,0.77301959
Elopichthys bambusa,Freshwater,temperate coastal rivers,3.99647E+11,0.096683708
Elopichthys bambusa,Freshwater,temperate floodplain rivers and wetlands,2.81721E+12,0.681547912
Elopichthys bambusa,Freshwater,temperate upland rivers,1.34523E+11,0.03254427
Elopichthys bambusa,Freshwater,tropical and subtropical coastal rivers,2.06155E+11,0.049873638
Elopichthys bambusa,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,5.37616E+11,0.130061593
Anguilla marmorata,Terrestrial,Afrotropic,3.92964E+11,0.361484675
Anguilla marmorata,Terrestrial,Australasia,4.03896E+11,0.371541602
Anguilla marmorata,Terrestrial,Indo-Malay,2.38906E+11,0.219768199
Anguilla marmorata,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.36194E+13,0.924114653
Anguilla marmorata,Marine,Mid-tropical North Pacific Ocean,2.2013E+11,0.014936486
Anguilla marmorata,Freshwater,montane freshwaters,71477867230,0.065041835
Anguilla marmorata,Terrestrial,Neotropic,7790005845,0.007165977
Anguilla marmorata,Freshwater,No Data,2204918134,0.002006382
Anguilla marmorata,Marine,North West Pacific,8.21588E+11,0.05574716
Anguilla marmorata,Terrestrial,Oceania,43526275065,0.040039547
Anguilla marmorata,Freshwater,oceanic islands,1.46112E+11,0.13295548
Anguilla marmorata,Marine,South-east Pacific,76661415424,0.005201702
Anguilla marmorata,Freshwater,temperate coastal rivers,50838783861,0.046261142
Anguilla marmorata,Freshwater,temperate upland rivers,1.41169E+11,0.128457451
Anguilla marmorata,Freshwater,tropical and subtropical coastal rivers,6.16333E+11,0.560836851
Anguilla marmorata,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,44549363966,0.040538036
Anguilla marmorata,Freshwater,tropical and subtropical upland rivers,1239158015,0.001127581
Anguilla marmorata,Freshwater,xeric freshwaters and endorheic (closed) basins,25028900996,0.022775241
Wallago attu,Terrestrial,Indo-Malay,5.26178E+12,0.963169291
Wallago attu,Freshwater,montane freshwaters,27411158474,0.0050223
Wallago attu,Terrestrial,Palearctic,2.01206E+11,0.036830709
Wallago attu,Freshwater,tropical and subtropical coastal rivers,6.14753E+11,0.112635663
Wallago attu,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,4.33568E+12,0.794387254
Wallago attu,Freshwater,tropical and subtropical upland rivers,4.80006E+11,0.087947225
Wallago attu,Freshwater,xeric freshwaters and endorheic (closed) basins,41252043.31,7.56E-06
Bagarius yarrelli,Terrestrial,Indo-Malay,2.76051E+12,0.968487662
Bagarius yarrelli,Freshwater,montane freshwaters,14334269012,0.005033994
Bagarius yarrelli,Terrestrial,Palearctic,89820572207,0.031512338
Bagarius yarrelli,Freshwater,tropical and subtropical coastal rivers,3.53745E+11,0.124230398
Bagarius yarrelli,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,2.17285E+12,0.763075545
Bagarius yarrelli,Freshwater,tropical and subtropical upland rivers,3.06561E+11,0.107660063
Tor tor,Terrestrial,Indo-Malay,10303779154,1
Tor tor,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,5260128386,0.510504768
Tor tor,Freshwater,tropical and subtropical upland rivers,5043650768,0.489495232
Sperata aor,Terrestrial,Indo-Malay,4.04746E+12,0.81505015
Sperata aor,Freshwater,montane freshwaters,2.67454E+11,0.053892333
Sperata aor,Terrestrial,Palearctic,9.18443E+11,0.18494985
Sperata aor,Freshwater,tropical and subtropical coastal rivers,3.83327E+11,0.077241032
Sperata aor,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,3.42973E+12,0.691094768
Sperata aor,Freshwater,tropical and subtropical upland rivers,6.00693E+11,0.121040637
Sperata aor,Freshwater,xeric freshwaters and endorheic (closed) basins,2.81542E+11,0.05673123
Rita rita,Terrestrial,Indo-Malay,15253674583,1
Rita rita,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,13283583451,0.870844817
Rita rita,Freshwater,tropical and subtropical upland rivers,1970091132,0.129155183
Silonia silondia,Terrestrial,Indo-Malay,3.25399E+12,0.779049448
Silonia silondia,Freshwater,montane freshwaters,2.71396E+11,0.065007184
Silonia silondia,Terrestrial,Palearctic,9.22882E+11,0.220950552
Silonia silondia,Freshwater,tropical and subtropical coastal rivers,1.06996E+11,0.025628695
Silonia silondia,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,2.77491E+12,0.66467139
Silonia silondia,Freshwater,tropical and subtropical upland rivers,7.40016E+11,0.177255185
Silonia silondia,Freshwater,xeric freshwaters and endorheic (closed) basins,2.81542E+11,0.067437545
Brachyplatystoma rousseauxii,Freshwater,large river deltas,1.01301E+11,0.019045925
Brachyplatystoma rousseauxii,Freshwater,montane freshwaters,5.66507E+11,0.106511087
Brachyplatystoma rousseauxii,Terrestrial,Neotropic,5.31876E+12,1
Brachyplatystoma rousseauxii,Freshwater,tropical and subtropical coastal rivers,34370551465,0.006462138
Brachyplatystoma rousseauxii,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,2.73212E+12,0.513676777
Brachyplatystoma rousseauxii,Freshwater,tropical and subtropical upland rivers,1.88105E+12,0.353662557
Brachyplatystoma rousseauxii,Freshwater,xeric freshwaters and endorheic (closed) basins,3412072298,0.000641517
Electrophorus electricus,Freshwater,large river deltas,6.32794E+11,0.086511356
Electrophorus electricus,Freshwater,montane freshwaters,4.55788E+11,0.062312274
Electrophorus electricus,Terrestrial,Neotropic,7.31315E+12,1
Electrophorus electricus,Freshwater,tropical and subtropical coastal rivers,76614707746,0.010474256
Electrophorus electricus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,2.79458E+12,0.382056329
Electrophorus electricus,Freshwater,tropical and subtropical upland rivers,3.3531E+12,0.458414188
Electrophorus electricus,Freshwater,xeric freshwaters and endorheic (closed) basins,1694040781,0.000231598
Hemibagrus microphthalmus,Terrestrial,Indo-Malay,5.01887E+11,0.988173186
Hemibagrus microphthalmus,Freshwater,montane freshwaters,1470082747,0.002894348
Hemibagrus microphthalmus,Terrestrial,Palearctic,6006768953,0.011826814
Hemibagrus microphthalmus,Freshwater,tropical and subtropical coastal rivers,59698208.75,0.000117536
Hemibagrus microphthalmus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,3.94891E+11,0.777475219
Hemibagrus microphthalmus,Freshwater,tropical and subtropical upland rivers,1.11494E+11,0.219512897
Sperata acicularis,Terrestrial,Indo-Malay,5.63801E+11,0.98945826
Sperata acicularis,Freshwater,montane freshwaters,1470082747,0.002580018
Sperata acicularis,Terrestrial,Palearctic,6006768953,0.01054174
Sperata acicularis,Freshwater,tropical and subtropical coastal rivers,134063966.1,0.000235284
Sperata acicularis,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,4.0984E+11,0.71927474
Sperata acicularis,Freshwater,tropical and subtropical upland rivers,1.58352E+11,0.277909958
Varanus cumingi,Terrestrial,Indo-Malay,1.06096E+11,1
Petrus rupestris,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.85151E+11,1
Tetrapturus pfluegeri,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",4.8961E+13,1
Kajikia audax,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.25584E+14,0.74171999
Kajikia audax,Marine,Mid-tropical North Pacific Ocean,2.82857E+13,0.167060339
Kajikia audax,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",5.67303E+11,0.003350587
Kajikia audax,Marine,North West Pacific,1.16263E+12,0.006866693
Kajikia audax,Marine,South-east Pacific,1.35379E+13,0.079957331
Kajikia audax,Marine,Southern Ocean,1.76944E+11,0.00104506
Istiompax indica,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.31038E+14,0.739277411
Istiompax indica,Marine,Mid-tropical North Pacific Ocean,2.66909E+13,0.150582474
Istiompax indica,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.5429E+11,0.001434631
Istiompax indica,Marine,North West Pacific,2.03858E+12,0.011501068
Istiompax indica,Marine,South-east Pacific,1.69944E+13,0.095877533
Istiompax indica,Marine,Southern Ocean,2.35192E+11,0.001326883
Makaira nigricans,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.49323E+14,0.808188023
Makaira nigricans,Marine,Mid-tropical North Pacific Ocean,2.29502E+13,0.124214043
Makaira nigricans,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",5.62937E+11,0.003046801
Makaira nigricans,Marine,North West Pacific,9.45124E+11,0.005115327
Makaira nigricans,Marine,South-east Pacific,1.09816E+13,0.059435805
Tetrapturus angustirostris,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.05017E+14,0.704752929
Tetrapturus angustirostris,Marine,Mid-tropical North Pacific Ocean,2.91583E+13,0.19567698
Tetrapturus angustirostris,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",5.83165E+11,0.00391353
Tetrapturus angustirostris,Marine,North West Pacific,7.6908E+11,0.005161175
Tetrapturus angustirostris,Marine,South-east Pacific,1.3485E+13,0.090495385
Scomberomorus commerson,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.99923E+13,0.916859473
Scomberomorus commerson,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.09527E+12,0.033482271
Scomberomorus commerson,Marine,North West Pacific,1.59277E+12,0.048690727
Scomberomorus commerson,Marine,Southern Ocean,31649839361,0.000967529
Kajikia albida,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",5.98856E+13,0.982846282
Kajikia albida,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",8.93177E+11,0.014658869
Kajikia albida,Marine,Southern Ocean,1.52013E+11,0.00249485
Acanthocybium solandri,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",9.69124E+13,0.85033034
Acanthocybium solandri,Marine,Mid-tropical North Pacific Ocean,1.49362E+13,0.131053712
Acanthocybium solandri,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.84729E+12,0.016208498
Acanthocybium solandri,Marine,North West Pacific,2.74378E+11,0.002407451
Tetrapturus belone,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",59453756945,0.023924962
Tetrapturus belone,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.42556E+12,0.976075038
Istiophorus platypterus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.77918E+14,0.788160206
Istiophorus platypterus,Marine,Mid-tropical North Pacific Ocean,2.68942E+13,0.119139111
Istiophorus platypterus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.85018E+12,0.012626057
Istiophorus platypterus,Marine,North West Pacific,2.03858E+12,0.009030727
Istiophorus platypterus,Marine,South-east Pacific,1.46789E+13,0.065026299
Istiophorus platypterus,Marine,Southern Ocean,1.3584E+12,0.0060176
Gasterochisma melampus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",4.17309E+13,0.666898808
Gasterochisma melampus,Marine,South-east Pacific,7.93816E+12,0.126859174
Gasterochisma melampus,Marine,Southern Ocean,1.29055E+13,0.206242018
Thunnus orientalis,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.89662E+13,0.384184222
Thunnus orientalis,Marine,Mid-tropical North Pacific Ocean,2.69017E+13,0.544925761
Thunnus orientalis,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",3.14068E+12,0.063618251
Thunnus orientalis,Marine,North West Pacific,3.58989E+11,0.007271766
Gymnosarda unicolor,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.38766E+13,0.975965077
Gymnosarda unicolor,Marine,North West Pacific,3.14547E+11,0.022122717
Gymnosarda unicolor,Marine,South-east Pacific,27188311534,0.001912206
Channa marulius,Terrestrial,Indo-Malay,6.57039E+12,0.747461573
Channa marulius,Freshwater,montane freshwaters,1.00037E+12,0.113856659
Channa marulius,Terrestrial,Palearctic,2.21988E+12,0.252538427
Channa marulius,Freshwater,temperate floodplain rivers and wetlands,8.0329E+11,0.09142641
Channa marulius,Freshwater,tropical and subtropical coastal rivers,8.93457E+11,0.101688798
Channa marulius,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,5.19759E+12,0.591564003
Channa marulius,Freshwater,tropical and subtropical upland rivers,7.50035E+11,0.085365174
Channa marulius,Freshwater,xeric freshwaters and endorheic (closed) basins,1.41448E+11,0.016098955
Hemibagrus maydelli,Terrestrial,Indo-Malay,2.18833E+11,1
Hemibagrus maydelli,Freshwater,tropical and subtropical coastal rivers,29287363194,0.133834297
Hemibagrus maydelli,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,1.89546E+11,0.866165703
Hypselobarbus mussullah,Terrestrial,Indo-Malay,1.15139E+11,1
Hypselobarbus mussullah,Freshwater,tropical and subtropical coastal rivers,47818223936,0.415330015
Hypselobarbus mussullah,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,67314856334,0.584669985
Eunectes beniensis,Terrestrial,Neotropic,85062953905,1
Eunectes beniensis,Freshwater,tropical and subtropical upland rivers,85062953905,1
Eunectes deschauenseei,Freshwater,large river deltas,66838668235,0.511680082
Eunectes deschauenseei,Terrestrial,Neotropic,1.30539E+11,1
Eunectes deschauenseei,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,31265570906,0.239352015
Eunectes deschauenseei,Freshwater,tropical and subtropical upland rivers,32521654969,0.248967903
Morelia amethistina,Terrestrial,Australasia,8.19216E+11,1
Ptyas carinata,Terrestrial,Indo-Malay,2.41784E+12,1
Morelia viridis,Terrestrial,Australasia,6.78304E+11,1
Dendroaspis polylepis,Terrestrial,Afrotropic,2.68457E+12,1
Varanus salvator,Terrestrial,Australasia,51162018624,0.017430451
Varanus salvator,Terrestrial,Indo-Malay,2.88405E+12,0.982569549
Varanus exanthematicus,Terrestrial,Afrotropic,3.91065E+12,1
Catlocarpio siamensis,Terrestrial,Indo-Malay,4.13521E+11,1
Catlocarpio siamensis,Freshwater,tropical and subtropical coastal rivers,639008732.8,0.001545296
Catlocarpio siamensis,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,4.12647E+11,0.997892409
Catlocarpio siamensis,Freshwater,tropical and subtropical upland rivers,232519565.9,0.000562295
Chitala lopis,Terrestrial,Indo-Malay,1E+11,1
Chitala lopis,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,1.00004E+11,0.999222458
Chitala lopis,Freshwater,tropical and subtropical upland rivers,77818133.81,0.000777542
Pangasianodon hypophthalmus,Terrestrial,Indo-Malay,2.85163E+11,1
Pangasianodon hypophthalmus,Freshwater,tropical and subtropical coastal rivers,556311086.5,0.001950808
Pangasianodon hypophthalmus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,2.84463E+11,0.997521243
Pangasianodon hypophthalmus,Freshwater,tropical and subtropical upland rivers,150554981.8,0.000527949
Cyprinus intha,Terrestrial,Indo-Malay,7682684670,1
Cyprinus intha,Freshwater,montane freshwaters,1352717064,0.176073485
Cyprinus intha,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,359132525.7,0.046745707
Cyprinus intha,Freshwater,tropical and subtropical upland rivers,5970835081,0.777180808
Hemibagrus wyckioides,Terrestrial,Indo-Malay,3.46707E+11,1
Hemibagrus wyckioides,Freshwater,tropical and subtropical coastal rivers,295668654.8,0.000852792
Hemibagrus wyckioides,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,3.46041E+11,0.998080412
Hemibagrus wyckioides,Freshwater,tropical and subtropical upland rivers,369865489.6,0.001066796
Chrysichthys thonneri,Terrestrial,Afrotropic,6.59226E+11,1
Chrysichthys thonneri,Freshwater,large lakes,112068056.3,0.000169999
Chrysichthys thonneri,Freshwater,montane freshwaters,11491206020,0.017431359
Chrysichthys thonneri,Freshwater,tropical and subtropical coastal rivers,1038733425,0.001575686
Chrysichthys thonneri,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,3.88286E+11,0.589002974
Chrysichthys thonneri,Freshwater,tropical and subtropical upland rivers,2.58298E+11,0.391819982
Gymnarchus niloticus,Terrestrial,Afrotropic,3.96065E+11,0.975949345
Gymnarchus niloticus,Freshwater,large lakes,35280188098,0.087000958
Gymnarchus niloticus,Freshwater,montane freshwaters,30712813332,0.07573781
Gymnarchus niloticus,Terrestrial,Palearctic,9760373909,0.024050655
Gymnarchus niloticus,Freshwater,tropical and subtropical coastal rivers,25584652864,0.063091764
